자료분류,파일명,파일명_id,첨부파일경로,기사제목,기사/파일경로,"첨부
파일",Key Words,Key takeaways,Viewpoint,페이스북Group,작성일자,작성자명
Daily News Briefing,Daily_News_Briefing_180319,20180319001,DNB.ZIP,Flipkart에 $7B 투자 고려 중인 월마트,https://www.bloomberg.com/news/articles/2018-03-16/walmart-is-said-nearing-7-billion-flipkart-deal-in-india-push,-,"#Flipkart, #월마트, #소프트뱅크",월마트가 인도의 Flipkart에 70억 달러를 투자해 최대 투자자가 되는 딜을 고려 중임. 소프트뱅크가 Flipkart 지분 상당수를 계속 보유하고자 해 월마트는 여전히 주가 협상을 위한 작업 중임.,각광받고 있는 인도 시장 내 여러 사업자들의 경쟁이 심화될 것으로 보임. 인도 시장 진출에 대한 고민이 필요할 것으로 보임.,DNB room,20180319,Soohyun Park
Daily News Briefing,Daily_News_Briefing_180319,20180319001,DNB.ZIP,여행 계획 짜주는 페북 메신저 봇 '윙잇' 등장,http://m.zdnet.co.kr/news_view.asp?article_id=20180319081924,-,"#페북메신저봇, #윙잇, #여행계획","대화를 통해 여행계획을 세워주는 페이스북 메신져 봇 '윙잇'이 등장함. 예상 경비, 원하는 여행지 등에 대한 대화를 주고받으면서 이용자의 여행 스타일에 맞는 여행지와 숙소 등의 세부 여행계획을 세워주는 것으로, 곧바로 숙소 예약도 가능하다고 함.","실시간으로 고객 성향을 분석해 레저활동, 숙소 등을 추천해주기 때문에 이용자들의 편의성이 증가할 것으로 보임. 또한 메신저 활성화시, 축척된 데이터로 신사업 확장, 광고 유치 등의 또 다른 수익을 창출할 것으로 생각됨. 당사도 금융 프로세스, 주모 플랫폼 등에 챗봇의 활용을 고민해볼 필요가 있음.",DNB room,20180319,Jeongeun Go
Daily News Briefing,Daily_News_Briefing_180319,20180319001,DNB.ZIP,"중고나라, 빅데이터로 사기거래 찾아준다",http://m.zdnet.co.kr/news_view.asp?article_id=20180319081030,-,"#중고나라, #사기예방, #빅데이터, #레드카드","중고거래 플랫폼 '중고나라'가 네이버와 공동 개발한 사기예방 솔루션 '레드카드'를 19일 공개함. 레드카드는 중고나라에 등록되는 연간 7천만 건의 중고거래 빅데이터를 분석해 찾아낸 9가지 안전거래 패턴을 중고제품 판매 글과 매칭시켜 기준에 부합하지 않을 경우, 구매자에게 거래주의 정보를 알려주는 프로그램임.","다양한 커머스 플랫폼이 쏟아지며, 플랫폼의 편리한 만큼이나, 보안 및 신뢰성 문제가 대두되고 있음. 이에, 주모 등의 플랫폼에 커머스 기능 등을 탑재시, 우선적으로 보안성 및 신뢰도를 강화할 필요가 있다고 판단됨. 또한, 기존사업과 신규사업에서 빅데이터를 적극 활용 및 도입 하는 방안에 대한 고민이 필요하다고 생각됨.",DNB room,20180319,Sangyoon Kim
Daily News Briefing,Daily_News_Briefing_180316,20180316001,DNB.ZIP,병원 대기 현황 카카오톡으로 알림받는다,http://www.venturesquare.net/760841,-,"#카카오, #똑닥, #병원대기현황",카카오가 모바일 병원 예약/접수 어플리케이션 ‘똑닥’을 서비스하는 비브로스와 제휴함. 양사는 병원 모바일 대기 현황판 서비스를 시작으로 의료 및 헬스케어 분야에서 다양한 서비스 모델을 구현할 수 있을 것으로 예상됨.,카카오의 의료/헬스케어 시장 진출이 본격화되고 있음. 현재 카카오가 갖고 있는 금융서비스와 향후 결합하여 건강보험 등의 다양한 상품 등으로 활용될 가능성에 대해서도 고민해볼 필요가 있음. 카카오의 사업 발전 방향에 대한 지속적인 모니터링이 필요하다고 사료됨.,DNB room,20180316,Moojin Choi
Daily News Briefing,Daily_News_Briefing_180316,20180316001,DNB.ZIP,VR 오락실 차린 통신사. Home 으로 들어간다,http://news.inews24.com/php/news_view.php…,-,"#VR콘텐츠, #KT, #CJ헬로","국내 통신, 방송사업자인 KT와 CJ헬로가 VR 콘텐츠를 체험할 수 있는 아케이드를 잇달아 열고 있음. 이로써, VR콘텐츠 경험 기회를 늘리고, 가정에서 즐길 수 있는 서비스 출시하는 등 본격적인 붐업에 나설 것으로 예상됨.","KT가 아케이드 사업을 시작한 이유는 VR 등 실감형미디어의 생태계 조성을 위함임. 따라서, 당사도 신속한 생태계 진입을 위해 VR업체와의 협업을 통해 VR 체험관을 만드는 방안 또는, 호텔 및 리조트에 더욱 적극적으로 VR콘텐츠를 도입하는 전략 등을 검토해볼 수 있음.",DNB room,20180316,Sangyoon Kim
Daily News Briefing,Daily_News_Briefing_180316,20180316001,DNB.ZIP,"아마존, 넷플릭스도 추격한다…""美 시청자만 2600만명""",http://www.etnews.com/news/article.html?id=20180315000325,-,"#아마존, #프라임비디오, #스트리밍","아마존 스트리밍 서비스인 '프라임 비디오'의 미국 내 시청자가 지난해 초 기준 2600만명에 달한다고 함. 아마존은 스트리밍 시장에 진출하여 시청자를 온라인 쇼핑으로 유인하는 전략을 펼치고 있는데, 실제로 500만명 이상이 회원제 쇼핑 서비스로 유입된 것으로 집계됨.","아마존은 신규 회원을 발굴하고자 자체 콘텐츠 제작이나 라이선스 계약에 연간 50억달러를 소요하고 있음. 또한 연달아 콘텐츠가 히트함에 따라, 고객 유입뿐 아니라 IP를 활용한 신사업도 가능하다고 생각됨. 단순 e-commerce 플랫폼이 아닌 고객과의 접점을 활용해 사업을 확장하는 아마존의 전략을 벤치마킹할 필요가 있음.",DNB room,20180316,Jungeun Go
Daily News Briefing,Daily_News_Briefing_180316,20180316001,DNB.ZIP,카톡서 항공권 비교 예약.. 카카오 '항공권 by kakao'출시,http://news.heraldcorp.com/view.php?ud=20180315000195,-,"#카카오톡, #토파스 #항공권예약","카카오가 모바일 메신저 카카오톡에 항공권을 실시간으로 비교 예약할 수 있는 서비스를 내놓음. 이는 여행정보 종합시스템 기업 토파스와 업무협약을 맺고 항공권 예약 시스템을 구축한데 따른 것임. 이는 항공권 검색뿐 아니라 인기 여행지, 추천여행지도 보여주며 컨텐츠성 분야도 확장하고 있음.","카카오는 최근 항공권 예약, 병원대기 서비스 등과 같은 생활 밀착형 서비스를 계속해서 확대해 나가고 있음. 카카오측은 예약 서비스를 강화하는 일환으로 다양한 파트너사와 협업할 예정이라고 사업 방향성을 밝힘. 다양한 생활밀착형 서비스 제공을 통해 메신저를 뛰어넘어 고객의 디지털 일상을 점유하려는 방향성이 보임.",DNB room,20180316,Dasom Park
Daily News Briefing,Daily_News_Briefing_180316,20180316001,DNB.ZIP,2월 이후 갑자기 주목받게된 검색엔진으로써 유튜브 실체는 ?,http://www.openads.co.kr/nTrend/article/2686/,-,"#유투브, #검색엔진","동영상 시장에서 유튜브가 80% 이상 장악하고 있는 강력한 동영상 플랫폼임. 이제는 ""검색엔진""으로써 유튜브가 다시 주목받고 있음. 10대들은 포털보다 유튜브에서 검색을 하며 10대뿐만 아니라 전체적으로 네이버를 위협할 만큼 많은 검색쿼리들이 유튜브에서 발생하고 있음.",검색엔진은 광고로 도배되어 있음. 유튜브는 광고가 아닌 정보를 제공해주면 추천동영상으로 더 많은 관련 정보를 쉽게 얻을 수 있음. 글과 이미지 중심의 콘텐츠는 저렵한 비용에 너무나 쉽게 콘텐츠를 생산할 수 있지만 동영상은 그렇지가 않아 채널 운영자는 구독자가 좋아하는 동영상을 올릴 수 밖에 없음. 이런한 장점으로 유튜브가 검색엔진으로 주목받고 있음 .,DNB room,20180316,Jonghyeuk Yoon
Daily News Briefing,Daily_News_Briefing_180315,20180315001,DNB.ZIP,"휴먼스케이프, 블록체인 기반 환자 커뮤니티 구축 나서",http://www.fnnews.com/news/201803150945578882,-,"#휴먼스케이프, #블록체인기반환자","헬스케어 스타트업 휴먼스케이프가, 블록체인 기반의 환자 커뮤니티 구축 프로젝트를 위한 시드 투자 유치를 마무리하고 본격적인 개발 및 사업 추진에 착수함. 커뮤니티에서 공유될 건강 정보의 경우 글로벌 제약사, 보험사, 임상연구기관의 관심이 높아 데이터의 수익화가 활발하게 일어나고 있는 상황임.","글로벌 헬스케어 데이터 시장규모는 2018년 현재 약 150억 달러에 달하며, 해마다 20%가 넘는 급격한 성장세를 보이고 있음. 이에, 당사는 휴먼스케이프와 함께 헬스케어 데이터를 활용해 전개할 수 있는 사업계획에 대한 더욱 적극적인 검토가 필요하다고 생각됨.",DNB room,20180315,Sangyoon Kim
Daily News Briefing,Daily_News_Briefing_180315,20180315001,DNB.ZIP,모바일 금융 플랫폼 $185M 투자로 파키스탄 진출한 알리바바,https://technode.com/2018/03/14/ant-financial-enters-pakistan-with-185m-mobile-finance-platform-deal/,-,"#Ant Financial, #TMB, #파키스탄모바일금융","Ant Financial은 파키스탄에 진출하며 Norway's Telenor Group의 Telenor Microfinance Bank(TMB) 지분 45%에 해당하는 $185M을 투자함. TMB는 2009년 파키스탄의 첫 모바일 금융 서비스로 런칭했으며, 현재는 가장 큰 무점포 뱅킹 서비스임.","TMB는 이미 파키스탄에서 몸집을 불려놓았고, Ant Financial은 결제 시스템과 핀테크 분야에서 앞서있기 때문에 대부분이 은행을 이용하지 않는 국가에서 시너지를 낼 수 있을 것으로 기대됨. 동남아시아의 마이크로 금융 시장을 관심 있게 살펴볼 필요가 있음.",DNB room,20180315,Soohyun Park
Daily News Briefing,Daily_News_Briefing_180315,20180315001,DNB.ZIP,"""짜장면 시키신 분"" 로봇이 배달온다",http://biz.chosun.com/site/data/html_dir/2018/03/14/2018031403267.html,-,"#우아한형제들, # 배달로봇","푸드테크 기업을 표방하는 '우아한형제들'이 자율주행 배달로봇의 시제품 개발을 완료했으며, 이르면 5월부터 실내 시험주행을 시작할 계획임. 장기적으로는 이 로봇이 배달음식뿐 아니라 신선식품, 신문, 유제품 등 배달이 필요한 모든 제품·서비스를 책임지는 하나의 플랫폼으로 확장될 가능성이 있음.","해외에서도 스타트업들이 적극적으로 배달로봇 개발에 나서고 있으며, 최근 대전 을지대병원은 배달로봇을 실제로 병원에 배치하기도 함. 당사도, 배달로봇과 관련된 스타트업에 대한 투자 검토 및 배달로봇의 활용 가능성에 대한 고민이 필요하다고 생각됨.",DNB room,20180315,Sangyoon Kim
Daily News Briefing,Daily_News_Briefing_180315,20180315001,DNB.ZIP,"오포, 알리바바 등으로부터 8억 6,600만 달러 투자 유치",http://chinafocus.co.kr/v2/view.php?no=13446&category,-,"#오포, #공유서비스","중국 최대 공유자전거업체 오포(ofo)가 알리바바그룹 등으로부터 8억 6,600만 달러 규모의 투자를 유치함. 오포는 자전거에 QR코드 결제시스템을 도입해 소액의 보증금 결제 후 잔액을 반환해주는 자전거 공유 서비스로, 세계 21개국 250개 이상의 도시에서 운영되고 있음.","알리바바는 오포와 제휴를 맺고 즈푸아오 어플 스캔을 통해 공유자전거 이용시, 보증금 없이 자전거를 이용할 수 있는 혜택과 마이금융에서 제공하는 보장 보험을 누릴 수 있는 서비스를 제공하고 있음. 공유서비스와 관련한 새로운 보험 상품, 콘텐츠 등 생태계에 참여하는 방안을 고민해볼 필요가 있음.",DNB room,20180315,Jeongeun Go
Daily News Briefing,Daily_News_Briefing_180315,20180315001,DNB.ZIP,"‘GUCCY' 가짜 만드는 명품, 왜?",http://news.chosun.com/site/data/html_dir/2018/03/13/2018031301974.html,-,"#진품, #가품, #패러디",최근 패션계엔 진품이 가품을 패러디하는 일이 종종 일어남. 디젤은 뉴욕의 짝퉁 골목에서 데이젤(DEISEL) 이란 로고가 들어간 가품 패러디 상품을 판매함. 구찌 역시 구찌 가품을 만들던 디자이너와 협업했으며 베트멍은 공식 짝퉁을 만들어 남양주에서 판매했음.,"이러한 현상은 오리지널을 거부하는 밀레니얼 세대의 성향이라는 분석이 있음. 매력없는 진짜보다 사회적 가치, 재미, 희소성 등의 가치가 포함된 가짜가 주목받는 것에서 밀레니얼을 위한 전략을 생각해 볼 수 있음.",DNB room,20180315,Soohyun Park
Daily News Briefing,Daily_News_Briefing_180314,20180314001,DNB.ZIP,"동남아시아의 대출, 보험 기관이 되려는 Grab",https://www.techinasia.com/grab-financial-services,-,"#Grab, #동남아시아, #Grabpay","승차 공유, 결제에 이어 그랩은 운전자 네트워크, 고객, 소상공인을 대상으로 하는 금융 서비스를 계획함. 마이크로 대출은 일본의 Credit Saison 과의 조인트 벤처를 통해, 보험은 Chubb 과의 파트너십을 통해 제공할 예정임.","신용평가는 모수가 큰 상태에서 진행되어야 정확도가 높기에 스타트업이 대형 금융사를 이기기 어려움. 그러나 동남아는 은행권에 속하지 않는 인구가 많아 그랩이 Grabpay 등을 통해 쌓은 데이터가 유리할 수 있음. 따라서, 금융으로 진출하려는 동남아 플랫폼과의 협업을 생각해 볼 필요가 있음.",DNB room,20180314,Soohyun Park
Daily News Briefing,Daily_News_Briefing_180314,20180314001,DNB.ZIP,P2P업체 이커머스 선정산 서비스 뜬다,http://m.zdnet.co.kr/news_view.asp?article_id=20180313174822,-,"#이커머스선정산, #얼리페이",이커머스 판매대금 선정산 서비스 '얼리페이'가 출시 1 달 만에 신청 건수 500 건을 넘어섰다고 함. 얼리페이는 P2P 기업인 펀다와 피플펀드가 제공하는 서비스로 판매자의 신용과 관계없이 판매 이력 등으로 선정산 한도가 선출되는 구조임. 기존 정산 방식의 자금유동성문제(40일~70일)를 해결할 뿐만 아니라 업계 최저 수수료로 재사용률 또한 높다고 함.,"현재 위메프 판매자에게만 제공되고 있지만 향후 전체 이커머스 시장으로 진출, 확대할 가능성이 높음. 또한 상생협력의 중요성이 높아지면서 이커머스 업체도 적극적으로 제휴를 맺을 것이라 생각됨. 시장 초기 단계인만큼 이커머스 업체와의 빠른 제휴를 통해 시장에 참여해야 할 것으로 보임.",DNB room,20180314,Jungeun Go
Daily News Briefing,Daily_News_Briefing_180314,20180314001,DNB.ZIP,"아마존, 베트남 시장 두드린다 …알리바바와 대결",http://www.etoday.co.kr/news/section/newsview.php?idxno=1603214,-,#아마존베트남,"아마존이 베트남에서 전자상거래 전자상거래 서비스를 공식 출시할 예정임. 알리바바는 2017 년 베트남에 공식 진출해 수 만명의 비즈니스 회원을 확보하고 있으며, 베트남을 포함한 포함한 동남아 전자상거래 전자상거래 시장을 장악한 라자다 그룹의 지분을 84% 확보하고 있음. 이에 반해 아마 존은 200 여 곳의 비즈니스 회원과 베트남전자상거래협회 (VECOM)과 파트너십을 파트너십을 기반으로 진출할 예정임.","베트남 전자상거래 시장은 20162016 년 전년대비 23% 23% 증가한 50 억 달러이며 , 2020 , 2020 , 2020년 100100 억달러 , 전체 소매 판매의 5% 에 이를 것으로 예상됨 . 베트남 전자상거래 시장의 성장과 더불어 물류 배송 사업도 크게 증가할 것으로 판단됨 . 물류 배송과 관련된 반송 보험 등의 상품에 대한 니즈도 증가할 것으로 사료됨 .",DNB room,20180314,Moojin Choi
